Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Lékař umírajícího času - Stellis vinctus,8/11/2020,11:00,8/11/2020,12:54,False,"Miloslav Luther / ČSSR 1983 / 69 min. / HD file
Československé televizní seriálové projekty osmdesátých let se téměř bez výjimky pokoušely vyjadřovat k soudobým celospolečenským problémům, do nichž bylo třeba vpravit značnou porci propagandistických informací a k tomu ještě přidat něco prvoplánové zábavy důvěrně známé z dobových zábavných pořadů. Výjimku kromě nákladnějších koprodukcí tvoří pouze Körnerův a Lutherův Lekár umierajúceho času.
https://www.csfd.cz/film/189616-lekar-umierajuceho-casu/prehled/
https://www.imdb.com/title/tt0100721/reference
https://program.lfs.cz/detail/?film=The-Doctor-of-a-Dying-Era---Stellis-Vinctus","Uherské Hradiště, Reduta"
ArtCafé – Český rozhlas Vltava,8/10/2020,20:30,8/10/2020,21:30,False,"60 min.
Kulturní magazín ArtCafé Českého rozhlasu Vltava pravidelně objevuje témata a osobnosti mimo hlavní kulturní proud. Festivalovým vydáním bude provázet moderátorka Jitka Kostelníková, která si k mikrofonu pozve významné hosty filmového světa.
https://program.lfs.cz/detail/?film=ArtCaf%c3%a9","Uherské Hradiště, Stan ČRo"
Odvaha měnit svět k lepšímu,8/9/2020,15:00,8/9/2020,16:00,False,"60 min.
Na chvíli se u nás zastav a vyčisti si hlavu. Budeme si povídat s poněkud neortodoxní farářkou Sandrou Silnou o tom, proč se nepřestávat snažit o lepší svět.
https://program.lfs.cz/detail/?film=Let%e2%80%99s-Make-the-World-a-Better-Place","Uherské Hradiště, Šapitó Skautského institutu"
Havel,8/12/2020,22:30,8/13/2020,0:22,False,"Slávek Horák / Česká republika, Slovensko 2020 / 102 min. / DCP
Jedenadvacet let v životě Václava Havla. Kterak se z úspěšného dramatika na konci šedesátých let stává v letech sedmdesátých disident a bojovník za lidská práva a na sklonku let osmdesátých prezident země. Jak se z bezstarostného bohéma stane zralý muž?
https://www.csfd.cz/film/762583-havel/prehled/
https://www.imdb.com/title/tt9471930/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Havel","Uherské Hradiště, Klub kultury 1"
Adelheid,8/8/2020,21:00,8/8/2020,23:24,False,"František Vláčil / ČSSR 1969 / 99 min. / DCP
Vladimír Körner se ve svých scénářích či prozaických textech věnoval problémům druhé světové války a jejím následkům naprosto odlišně od ostatních autorů, kteří se mnohdy nedokázali oprostit od schémat, která pramenila z úporného setrvávání na principech socialistického realismu a rétorice vítězů píšících dějiny.
https://www.csfd.cz/film/9332-adelheid/prehled/
https://www.imdb.com/title/tt0122371/reference
https://program.lfs.cz/detail/?film=Adelheid","Uherské Hradiště, Kino Hvězda"
Rozcvička: Zdar a sílu!,8/8/2020,10:00,8/8/2020,11:00,False,"60 min.
Skauti nejsou žádný vořezávátka a každý táborový den začínají pořádnou rozcvičkou. Tuhle navíc povede ostřílený instruktor školy síly KB5. Přijď osvěžit své tělo i ducha!
https://program.lfs.cz/detail/?film=Warm-up--Stay-Strong!","Uherské Hradiště, Šapitó Skautského institutu"
Kronika milostných nehod,8/10/2020,17:30,8/10/2020,19:34,False,"Andrzej Wajda / Polsko 1986 / 114 min. / DCP
Milostný příběh dvou dospívajících studentů se odehrává těsně před vypuknutím druhé světové války v okolí Vilniusu. Kronika milostných nehod je nostalgickým návratem do krajiny dětství nejen pro režiséra Wajdu, ale zejména pro autora scénáře a předlohy Tadeusze Konwického, který se stává rovněž průvodcem filmu.
https://www.csfd.cz/film/35208-kronika-milostnych-nehod/komentare/
https://www.imdb.com/title/tt0091358/?ref_=nm_flmg_dr_22
https://program.lfs.cz/detail/?film=Chronicle-of-Amorous-Accidents","Uherské Hradiště, Klub kultury 1"
Národní třída,8/8/2020,13:30,8/8/2020,15:46,False,"Štěpán Altrichter / Česká republika, Německo 2019 / 91 min. / 15 let / DCP
Černým humorem prostoupená filmová adaptace úspěšné novely Jaroslava Rudiše proniká do mysli outsiderského xenofoba ze zapadlé pražské putyky, který svou zranitelnost skrývá za masku drsňáka a vnitřní frustrace ze stavu společnosti ventiluje rváčstvím.
https://www.csfd.cz/film/666686-narodni-trida/prehled/
https://www.imdb.com/title/tt7697060/reference
https://program.lfs.cz/detail/?film=National-Street","Uherské Hradiště, Klub kultury 1"
FOMO,8/10/2020,20:00,8/10/2020,21:41,False,"Attila Hartung / Maďarsko 2019 / 91 min. / 15 let / DCP
Máte občas strach, že zmeškáte možnost navýšit svůj sociální status? Teenagerům Gergövi a Lille se takový impulz stane osudným. Dravý debutový film plynule hovoří jazykem youtuberské generace Z a zároveň střízlivě odhaluje destruktivní dopady společenských tlaků.
https://www.csfd.cz/film/767138-fomo/prehled/
https://www.imdb.com/title/tt7718114/?ref_=nm_knf_i2
https://program.lfs.cz/detail/?film=FOMO---Fear-of-Missing-Out","Uherské Hradiště, Sportovní hala"
FOMO,8/12/2020,8:30,8/12/2020,10:11,False,"Attila Hartung / Maďarsko 2019 / 91 min. / 15 let / DCP
Máte občas strach, že zmeškáte možnost navýšit svůj sociální status? Teenagerům Gergövi a Lille se takový impulz stane osudným. Dravý debutový film plynule hovoří jazykem youtuberské generace Z a zároveň střízlivě odhaluje destruktivní dopady společenských tlaků.
https://www.csfd.cz/film/767138-fomo/prehled/
https://www.imdb.com/title/tt7718114/?ref_=nm_knf_i2
https://program.lfs.cz/detail/?film=FOMO---Fear-of-Missing-Out","Uherské Hradiště, Sportovní hala"
Poslechy rozhlasových dramatizací a podcastů Českého rozhlasu,8/12/2020,10:00,8/12/2020,14:30,False,"270 min.
Blok poslechů rozhlasových dramatizací a podcastů Českého rozhlasu.
https://program.lfs.cz/detail/?film=Radio-Dramas-and-Podcasts-on-Czech-Radio-II","Uherské Hradiště, Stan ČRo"
Lucie,8/11/2020,15:00,8/11/2020,16:39,False,"Bohdan Karásek / Česká republika 2011 / 54 min. / HD file
Jeden byt, jeden večer a čtveřice mladých lidí, jejichž setkání přirozeně ústí v dialog dvou osob, Lucie a Milana. V melancholické atmosféře noci rozebírají nad sklenkou vína a při cigaretách na balkoně svou existenci a útrapy milostných vztahů.
https://www.csfd.cz/film/305340-lucie/komentare/
https://program.lfs.cz/detail/?film=Lucie","Uherské Hradiště, Reduta"
FAMU History: Vávrovy děti 2,8/9/2020,14:00,8/9/2020,15:47,False,"ČSSR 1961 / 97 min.
Druhý blok věnovaný studentům, kteří pokračovali z prvního ročníku katedry režie z roku 1957/58, se zaměřuje na jejich absolventské práce. Evald Schorm, Jan Schmidt a Věra Chytilová svými filmy nejen překvapili českou odbornou veřejnost, ale také mnohé zahraniční festivaly.
https://program.lfs.cz/detail/?film=FAMU-History--V%c3%a1vra%c2%b4s-Children-2","Uherské Hradiště, Kino Mír"
FAMU History: Vávrovy děti 2,8/11/2020,14:00,8/11/2020,15:47,False,"ČSSR 1961 / 97 min.
Druhý blok věnovaný studentům, kteří pokračovali z prvního ročníku katedry režie z roku 1957/58, se zaměřuje na jejich absolventské práce. Evald Schorm, Jan Schmidt a Věra Chytilová svými filmy nejen překvapili českou odbornou veřejnost, ale také mnohé zahraniční festivaly.
https://program.lfs.cz/detail/?film=FAMU-History--V%c3%a1vra%c2%b4s-Children-2","Uherské Hradiště, Kino Mír"
Lekce filmu podle Vladimíra Körnera,8/12/2020,12:00,8/12/2020,13:30,False,"90 min.
Prozaik a scénárista Vladimír Körner je jednou z nejvýraznějších postav československého filmu druhé poloviny 20. století. Jeho texty se vyznačují osobitou poetikou, jasnou dramatickou kompozicí, jsou zalidněny postavami výrazných charakterů a psané s vědomím uměleckého potenciálu kinematografie. Jeho hrdinové bloudí dějinami a hledají schopnost unést jejich tíhu, často na soumraku epoch, vzdorují lidské tuposti, barbarství či fanatickému dogmatismu. Přestože se jejich příběhy odehrávají v minulosti, prožívají existenční problémy každého z nás. Körner totiž nikdy netoužil psát dějiny, ale lidi.
https://program.lfs.cz/detail/?film=Masterclass-with-Vladim%c3%adr-K%c3%b6rner","Uherské Hradiště, Respekt stan"
Buster Keaton: Hledání příležitostí,8/9/2020,16:30,8/9/2020,18:00,False,"90 min.
Přednáška se zaměří na producenta, režiséra a herce Bustera Keatona coby umělce ve třech různých obdobích dějin kinematografie. Jinak řečeno, charakterizuje trojici etap jeho spletité kariéry, z nichž každou další přiblíží jako svého druhu uzavřenou variaci předchozí(ch). Nejvíce prostoru bude nicméně věnováno nejslavnějšímu období dvacátých let, kdy měl Keaton nebývalou tvůrčí svobodu a představoval nesmírně inovativního filmaře s výrazným stylem.
https://program.lfs.cz/detail/?film=Buster-Keaton--Searching-for-Opportunities","Uherské Hradiště, Klub kultury 2"
"Zemřeš, kdy budeme chtít",8/9/2020,20:00,8/9/2020,21:28,False,"Otakar Kosek / ČSSR 1988 / 88 min.
Hlavní postavou příběhu je advokát Randall, který obhajuje podnikatele Guerreru obviněného z vraždy milenky a přitom zjišťuje, že celá společnost je ovládána skupinou zištných a nelítostných podnikatelů. Zločiny soudí elektronické soudy, které díky své matematické přesnosti, a tudíž i neovlivnitelné objektivnosti, nahradily soudce a poroty. Zásahy do lidského mozku jsou jedna z forem trestu. Snímek vznikl podle knihy Zinovije Jurjeviče Jurjeva Kandidáti smrti.
https://program.lfs.cz/detail/?film=You%e2%80%99ll-Die-When-We-Want","Uherské Hradiště, Stan ČT"
Televize o televizi,8/10/2020,16:00,8/10/2020,17:30,False,"90 min.
Nejen film, ale i televize umí vyprávět příběhy o sobě samé. Podobně jako v kinematografii je její vize televizního světa temná a plná odstrašujících příkladů. Uzavírá vás do světa, ve kterém vás obvykle přesvědčuje, jak škodlivá je pro váš mozek. Zároveň je ale schopna a ochotna nastavovat sobě samé zrcadlo a upozorňovat na problémy, jež s sebou televizní průmysl neodmyslitelně přináší. Jak se televize prezentuje v současné TV tvorbě? Proč si vytváří svoji vlastní mytologii? A proč se rádi koukáme na seriály o seriálech? Názorné ukázky, odborný komentář a zábava zaručeny.
https://program.lfs.cz/detail/?film=Television-on-Television","Uherské Hradiště, Respekt stan"
Pohřešovaná,8/9/2020,14:30,8/9/2020,15:30,False,"60 min.
V podvečer 13. července 1997 vyrazila čtrnáctiletá Ivana Košková na kole od svých rodičů v Příšovicích za tetou do blízké obce Svijanský Újezd. V polovině plánované trasy ji zahlédla poslední svědkyně. Od té doby ji nikdo nespatřil. U většiny pohřešovaných dětí policie zveřejní hlavní vyšetřovací hypotézu. Zde žádná oficiální verze neexistuje, což z případu dělá jeden z nejzáhadnějších v polistopadové kriminalistice. Režisér Petr Hátle se Ivaninu případu věnuje v osmidílném kriminálním podcastu Pohřešovaná. O jeho vzniku bude vyprávět s producentkou Dagmar Sedláčkovou. Moderuje Petr Horák.
https://program.lfs.cz/detail/?film=Missing-Girl","Uherské Hradiště, Respekt stan"
Divadlo Sweet Dreams: Likvidátor,8/9/2020,18:00,8/9/2020,18:40,False,"40 min.

https://program.lfs.cz/detail/?film=Sweet-Dreams-Theatre--Eliminator","Uherské Hradiště, Redside zóna Kolejní n."
"Poledňák: Relax, hry a DIY",8/8/2020,13:00,8/8/2020,15:00,False,"120 min.

https://program.lfs.cz/detail/?film=Nooning--Relax%2c-Games-and-DIY","Uherské Hradiště, Šapitó Skautského institutu"
Balada o filmu Nikola Šuhaj,8/9/2020,8:00,8/9/2020,10:45,False,"120 min.

https://program.lfs.cz/detail/?film=The-Ballad-of-Nikola-%c5%a0uhaj-Film","Uherské Hradiště, Kino Mír"
Není dřevo jako dřevo,8/9/2020,12:00,8/9/2020,13:53,False,"Melvin Frank, Norman Panama / USA 1954 / 103 min. / DCP
Americký břichomluvec Jerry Morgan slaví úspěchy na evropských jevištích, ale jeho práce se někdy neblaze projevuje v soukromém životě. Jako když ústy své dřevěné loutky hrubě urazí vlastní snoubenku. Odnese to samozřejmě loutka, ovšem její oprava vrhne Jerryho do soukolí mezinárodní špionáže.
https://www.csfd.cz/film/24728-knock-on-wood/komentare/
https://www.imdb.com/title/tt0047152/reference
https://program.lfs.cz/detail/?film=Knock-on-Wood","Uherské Hradiště, Slovácké divadlo"
Bubnovací workshop,8/12/2020,14:30,8/12/2020,15:30,False,"60 min.
Výlet do Afriky pro všechny věkové kategorie! Uděláme si malý hudební výlet do černošské Afriky. Děti i rodiče si vyzkoušejí různé tradiční rytmické nástroje a nakonec si společně zahrajeme. A třeba i zatančíme, prostě jako domorodci. Lektor Jakub Rajtmajer je bubeník (např. Cyranovy boty), tanečník a pedagog LMŠ. Děti do 6 let v doprovodu rodičů.
https://program.lfs.cz/detail/?film=African-Drums-(Workshop)","Uherské Hradiště, Dětský/literární stan"
Lukas,8/10/2020,23:59,8/11/2020,1:43,False,"Julien Leclercq / Francie, Belgie 2018 / 94 min. / 15 let / DCP
Jean-Claude Van Damme se zase jednou zmátožil a opět ukazuje, že v rukou schopného režiséra dokáže podávat nečekané výkony. Francouzský žánrový machr Julien Leclercq servíruje sychravě ponurý existenciální akčňák se stárnoucím hrdinou.
https://www.csfd.cz/film/621772-lukas/komentare/
https://www.imdb.com/title/tt7816392/reference
https://program.lfs.cz/detail/?film=The-Bouncer","Uherské Hradiště, Sportovní hala"
Večer Radia 1: Strýček Míša,8/7/2020,23:30,8/8/2020,4:00,False,"270 min.

https://program.lfs.cz/detail/?film=A-Night-with-Czech-Radio-1--Uncle-M%c3%ad%c5%a1a","Uherské Hradiště, Klub Mír"
Amnestie,8/9/2020,21:00,8/9/2020,23:53,False,"Jonáš Karásek / Česká republika, Slovensko 2019 / 128 min. / 15 let / DCP
Akční thriller přibližuje průběh největší vězeňské vzpoury v dějinách Československa, která vypukla v březnu roku 1990 v Leopoldově a ukončil ji až zásah obrněných transportérů. Především ale sleduje fiktivní události, které jí měly v různých společenských vrstvách předcházet.
https://www.csfd.cz/film/651096-amnestie/prehled/
https://www.imdb.com/title/tt9351112/reference
https://program.lfs.cz/detail/?film=Amnesty","Uherské Hradiště, Klub kultury 1"
Maratón studentských filmů 2020,8/8/2020,22:00,8/9/2020,2:00,False,"240 min.
Již tradičně Česká televize ve spolupráci s Letní filmovou školou přináší Maratón studentských filmů, které vznikly na středních i vysokých školách zaměřených na film a audiovizuální tvorbu napříč republikou v posledním roce. Letošní přehlídka mj. odráží aktuální světové dění, nemalá část studentů ve svých filmech reflektuje koronavirovou pandemii a nouzový stav. Do maratónu bylo letos zařazeno celkem 30 filmů z 16 různých škol.
https://program.lfs.cz/detail/?film=Student%c2%b4s-Films-Marathon-2020","Uherské Hradiště, Letní kino Smetanovy sady"
Foxtrot,8/7/2020,21:30,8/7/2020,23:32,False,"Samuel Maoz / Izrael, Německo, Švýcarsko, Francie 2017 / 112 min. / 15 let / DCP
Zpráva o smrti jediného syna ve výkonu služby zdrtí jeho rodiče a zároveň odstartuje absurdní řetězec událostí, jejichž průběh a rytmus připomíná tanec foxtrot. Samuel Maoz přináší další provokativní reflexi izraelské identity na pomezí prosperity a úzkosti.
https://www.csfd.cz/film/536380-foxtrot/prehled/
https://www.imdb.com/title/tt6896536/reference
https://program.lfs.cz/detail/?film=Foxtrot","Uherské Hradiště, Klub kultury 1"
Foxtrot,8/9/2020,8:30,8/9/2020,10:32,False,"Samuel Maoz / Izrael, Německo, Švýcarsko, Francie 2017 / 112 min. / 15 let / DCP
Zpráva o smrti jediného syna ve výkonu služby zdrtí jeho rodiče a zároveň odstartuje absurdní řetězec událostí, jejichž průběh a rytmus připomíná tanec foxtrot. Samuel Maoz přináší další provokativní reflexi izraelské identity na pomezí prosperity a úzkosti.
https://www.csfd.cz/film/536380-foxtrot/prehled/
https://www.imdb.com/title/tt6896536/reference
https://program.lfs.cz/detail/?film=Foxtrot","Uherské Hradiště, Slovácké divadlo"
Pracující žena,8/7/2020,16:30,8/7/2020,18:14,False,"Michal Aviadová / Izrael 2018 / 94 min. / 15 let / DCP
Pracující žena je sociálním dramatem, které popisuje vliv sexuálního predátora na profesní i soukromý svět hlavní hrdinky. Dramaticky pečlivě vystavěný a psychologicky přesný film přináší věcnou a pronikavou reflexi toxické maskulinity.
https://www.csfd.cz/film/645685-pracujici-zena/prehled/
https://www.imdb.com/title/tt8844204/reference
https://program.lfs.cz/detail/?film=Working-Woman","Uherské Hradiště, Sportovní hala"
"Buster Keaton 3: Rozvíjení postav, nesmyslu a média (hudba: Povodí Ohře)",8/10/2020,13:00,8/10/2020,14:37,False,"USA / 87 min.
Filmy Frigo – král střelců, Frigo na divadle a Frigo jako Sherlock Holmes pomohou porozumět třem aspektům Keatonovy práce do roku 1923. Předvedou, jak svou postavu postupně tvaroval podle požadavků rozvíjených situací. Načrtnou způsoby jeho zdůvodňování tzv. nemožných gagů. A podchytí, kterak zpřítomňoval film coby médium.
https://program.lfs.cz/detail/?film=Buster-Keaton-3--Developing-Characters%2c-Nonsense%2c-and-Media-(music--Povod%c3%ad-Oh%c5%99e)","Uherské Hradiště, Kino Hvězda"
Puškvorec,8/8/2020,18:00,8/8/2020,19:33,False,"Andrzej Wajda / Polsko 2009 / 83 min. / 35mm
Wajdův Puškvorec není klasickou filmovou adaptací, ale originálně složeným uměleckým dílem. Příběh Iwaszkiewiczowy povídky, v němž se stárnoucí žena vyrovnává se smrtí svých synů a zároveň se sbližuje s mladším mužem, střídá osobní zpověď herečky Krystyny Jandové či sekvence z natáčení filmu.
https://www.csfd.cz/film/254220-puskvorec/prehled/
https://www.imdb.com/title/tt1360887/?ref_=nm_flmg_dr_7
https://program.lfs.cz/detail/?film=Sweet-Rush","Uherské Hradiště, Kino Mír"
Puškvorec,8/12/2020,11:30,8/12/2020,13:03,False,"Andrzej Wajda / Polsko 2009 / 83 min. / 35mm
Wajdův Puškvorec není klasickou filmovou adaptací, ale originálně složeným uměleckým dílem. Příběh Iwaszkiewiczowy povídky, v němž se stárnoucí žena vyrovnává se smrtí svých synů a zároveň se sbližuje s mladším mužem, střídá osobní zpověď herečky Krystyny Jandové či sekvence z natáčení filmu.
https://www.csfd.cz/film/254220-puskvorec/prehled/
https://www.imdb.com/title/tt1360887/?ref_=nm_flmg_dr_7
https://program.lfs.cz/detail/?film=Sweet-Rush","Uherské Hradiště, Reduta"
"Vybudovat, uspět a zlikvidovat",8/8/2020,18:00,8/8/2020,19:00,False,"60 min.
Před padesáti lety, v květnu 1970, mohli televizní diváci v Československu historicky poprvé přeladit mezi dvěma národními televizními kanály. II. program přinesl výrazné kulturní osvěžení do šedi počátku normalizace navzdory tomu, že jeho příprava byla poznamenána politickým tlakem i řadou technických a finančních omezení. Přednáška o vzniku vícekanálového vysílání, důležitosti reálných perspektiv, tvůrčí odvaze i písničkových hororech.
https://program.lfs.cz/detail/?film=Build%2c-Succeed-and-Destroy","Uherské Hradiště, Stan ČT"
Karkulka a vlci,8/10/2020,14:00,8/10/2020,15:00,False,"60 min.
Vlci jsou zvířata a Karkulka je člověk. Přátelství mezi zvířaty existuje, ale někdy se to zvrtne a potom je těžké všechno spravit. Vlků je víc. Víte to? 
Hraje Radim Koráb, vhodné pro děti od 3 let. Vstupné 50 Kč

.
https://program.lfs.cz/detail/?film=The-Kor%c3%a1b-Theatre--The-Little-Red-Riding-Hood-and-the-Wolves-(Theatre)","Uherské Hradiště, Dětský/literární stan"
Dvorní šašek,8/10/2020,21:30,8/10/2020,23:21,False,"Melvin Frank, Norman Panama / USA 1955 / 101 min. / DCP
Trůnu se zmocnil uchvatitel a po právoplatném dědici, jehož zdobí na intimním místě nepřehlédnutelné mateřské znaménko, pátrají po celé zemi zlosynovi zbrojnoši. Jedinou nadějí těžce zkoušených poddaných se stane bojácný člen zbojnické družiny, který pronikne na hrad v převleku za světoznámého umělce.
https://www.csfd.cz/film/22440-dvorni-sasek/komentare/
https://www.imdb.com/title/tt0049096/reference
https://program.lfs.cz/detail/?film=The-Court-Jester","Uherské Hradiště, Klub kultury 1"
Dvorní šašek,8/12/2020,9:00,8/12/2020,10:51,False,"Melvin Frank, Norman Panama / USA 1955 / 101 min. / DCP
Trůnu se zmocnil uchvatitel a po právoplatném dědici, jehož zdobí na intimním místě nepřehlédnutelné mateřské znaménko, pátrají po celé zemi zlosynovi zbrojnoši. Jedinou nadějí těžce zkoušených poddaných se stane bojácný člen zbojnické družiny, který pronikne na hrad v převleku za světoznámého umělce.
https://www.csfd.cz/film/22440-dvorni-sasek/komentare/
https://www.imdb.com/title/tt0049096/reference
https://program.lfs.cz/detail/?film=The-Court-Jester","Uherské Hradiště, Slovácké divadlo"
Cukrová bouda,8/9/2020,19:00,8/9/2020,21:10,False,"Karel Kachyňa / ČSSR 1980 / 85 min. / HD file
Komorně laděný snímek Cukrová bouda odhaluje válkou poznamenané Jeseníky, kam přichází začít nový život mladá vdova se dvěma syny. Starší z nich, Ondřej, na svých toulkách poznává drsnou realitu vysídleného pohraničí a navazuje blízký vztah se sudetským Němcem Bartlem. Wehrwolfové však ještě neřekli poslední slovo.
https://www.csfd.cz/film/4944-cukrova-bouda/prehled/
https://www.imdb.com/title/tt0080581/reference
https://program.lfs.cz/detail/?film=The-Little-Sugar-House","Uherské Hradiště, Reduta"
FAMU v kině & krátkometrážní filmy v distribuci,8/12/2020,14:00,8/12/2020,15:00,False,"60 min.
Panelová diskuze o specifických aspektech distribuce krátkých filmů a představení nového distribučního labelu s názvem FAMU v kině, který letos spouští Aerofilms a pražská FAMU. Moderuje Iva Přivřelová.
https://program.lfs.cz/detail/?film=FAMU-in-Cinema-%26-Shorts-in-Film-Distribution","Uherské Hradiště, Respekt stan"
Zázračný muž,8/7/2020,20:00,8/7/2020,21:48,False,"Bruce Humberstone / USA 1945 / 98 min. / DCP
Světácký kabaretní umělec Buzzy Bellew se stane nejdřív svědkem a pak obětí gangsterského vyřizování účtů, a tak je na jeho neprůbojném dvojčeti Edwinovi, aby s pomocí Buzzyho ducha učinil spravedlnosti zadost. Ve svém druhém celovečerním snímku Danny Kaye prakticky nezmizí z plátna a je ho tam pořád víc než plno.
https://www.csfd.cz/film/24737-zazracny-muz/komentare/
https://www.imdb.com/title/tt0038260/reference
https://program.lfs.cz/detail/?film=Wonder-Man","Uherské Hradiště, Sportovní hala"
Truman Show,8/7/2020,15:30,8/7/2020,17:22,False,"Peter Weir / USA 1998 / 102 min. / DCP
Truman Show je nadčasovým snímkem, který je dnes uváděn jako příklad dekonstrukce observačních reality TV pořadů typu Velkého bratra či Vyvolených. Ve skutečnosti je tento film spíše předpověděl a nezáměrně upozornil na jejich morální a etické hranice.
https://www.csfd.cz/film/9568-truman-show
https://www.imdb.com/title/tt0120382/?ref_=nv_sr_srsg_0
https://program.lfs.cz/detail/?film=Truman-Show","Uherské Hradiště, Slovácké divadlo"
Truman Show,8/10/2020,8:30,8/10/2020,10:22,False,"Peter Weir / USA 1998 / 102 min. / DCP
Truman Show je nadčasovým snímkem, který je dnes uváděn jako příklad dekonstrukce observačních reality TV pořadů typu Velkého bratra či Vyvolených. Ve skutečnosti je tento film spíše předpověděl a nezáměrně upozornil na jejich morální a etické hranice.
https://www.csfd.cz/film/9568-truman-show
https://www.imdb.com/title/tt0120382/?ref_=nv_sr_srsg_0
https://program.lfs.cz/detail/?film=Truman-Show","Uherské Hradiště, Sportovní hala"
Prago Union,8/12/2020,20:30,8/12/2020,22:00,False,"90 min.

https://program.lfs.cz/detail/?film=Prago-Union","Uherské Hradiště, Redside zóna Kolejní n."
Radio Wave v Míru: Opak Dissu (koncert),8/12/2020,22:00,8/12/2020,23:00,False,"60 min.

https://program.lfs.cz/detail/?film=Radio-Wave-in-M%c3%adr-Club--Opak-Dissu-(concert)","Uherské Hradiště, Klub Mír"
Televizní společnost,8/7/2020,22:30,8/8/2020,0:41,False,"Sidney Lumet / USA 1976 / 121 min. / 15 let / Blu-ray
Když se moderátor večerních zpráv Howard Beale dozví, že kvůli nízké sledovanosti bude propuštěn, rozhodne se k neobvyklému činu. V přímém přenosu oznámí svoji sebevraždu. Důsledky tohoto činu jsou stejně pomíjivé jako pozornost televizních diváků.
https://www.csfd.cz/film/6210-network
https://www.imdb.com/title/tt0074958/
https://program.lfs.cz/detail/?film=Network","Uherské Hradiště, Reduta"
Televizní společnost,8/10/2020,18:00,8/10/2020,20:11,False,"Sidney Lumet / USA 1976 / 121 min. / 15 let / Blu-ray
Když se moderátor večerních zpráv Howard Beale dozví, že kvůli nízké sledovanosti bude propuštěn, rozhodne se k neobvyklému činu. V přímém přenosu oznámí svoji sebevraždu. Důsledky tohoto činu jsou stejně pomíjivé jako pozornost televizních diváků.
https://www.csfd.cz/film/6210-network
https://www.imdb.com/title/tt0074958/
https://program.lfs.cz/detail/?film=Network","Uherské Hradiště, Kino Mír"
Simona Babčáková a kol.: NO A?,8/9/2020,20:30,8/9/2020,22:00,False,"90 min.

https://program.lfs.cz/detail/?film=Simona-Bab%c4%8d%c3%a1kov%c3%a1-et-al--SO-WHAT%3f","Uherské Hradiště, Redside zóna Kolejní n."
Golden Spine,8/9/2020,20:00,8/9/2020,21:00,False,"60 min.

https://program.lfs.cz/detail/?film=Golden-Spine","Uherské Hradiště, Kopule Hvězdy"
Televizní seznamky,8/8/2020,12:00,8/8/2020,13:00,False,"60 min.
Dnešní televizní seznamky jsou určeny nejen lidem do třiceti, jako tomu bylo ještě na konci devadesátých let. Starší nezadaní byli poněkud podezřelí a ze zorného pole lidí, kteří dělali casting, jednoduše vypadli. Poté se ukázalo, že existují tací, a není jich málo, pro které je hledání partnera velmi obtížné vzhledem k jejich sociální situaci a profesi, a to i ve věku vysoko nad třicet. Přednáška nabídne přehled postupů a nápadů, jež se dnes v seznamkách, patřících v zahraničí k nejoblíbenějším pořadům, používají, včetně takzvané ultimativní dating show Naked Attraction.
https://program.lfs.cz/detail/?film=TV-Dating-Shows","Uherské Hradiště, Stan ČT"
Martin Reiner a Mirek Balaštík: Literatura z pohledu krvavého Bronxu,8/9/2020,19:15,8/9/2020,20:15,False,"60 min.
Diskuze s vedoucími významných českých nakladatelství sídlících v Brně. Mirek Balaštík je šéfredaktor a spolumajitel nakladatelství Host a Martin Reiner je oceňovaný autor a majitel nakladatelství Druhé město. Proč jsou v Brně hned dvě tak výrazná nakladatelství? Proč spolu vydali povídkovou antologii Krvavý Bronx? Proč je v Brně vůbec někdo?
https://program.lfs.cz/detail/?film=Martin-Reiner-%26-Mirek-Bala%c5%a1t%c3%adk--Bloody-Bronx-Literature","Uherské Hradiště, Dětský/literární stan"
Pískovačka,8/10/2020,15:30,8/10/2020,16:30,False,"60 min.
Vytvoř si vlastní ozdobenou sklenici. Mobilní pískovačka je tvořivá dílna pro malé i velké. Cena za 1 sklenici (1 výrobek) 80 Kč.
https://program.lfs.cz/detail/?film=Sanding-(Workshop)","Uherské Hradiště, Dětský/literární stan"
Četba s hvězdičkou – Český rozhlas Vltava,8/10/2020,22:00,8/10/2020,23:00,False,"60 min.
Předpremiéra nového pořadu Vltavy! Přijďte si poslechnout příběhy outsiderů, odpadlíků či vášnivých milenců. Čtení pro odvážné posluchače.
https://program.lfs.cz/detail/?film=Reading-for-Adults-%e2%80%93-Czech-Radio-Vltava","Uherské Hradiště, Stan ČRo"
Četba s hvězdičkou – Český rozhlas Vltava,8/11/2020,22:00,8/11/2020,23:00,False,"60 min.
Předpremiéra nového pořadu Vltavy! Přijďte si poslechnout příběhy outsiderů, odpadlíků či vášnivých milenců. Čtení pro odvážné posluchače.
https://program.lfs.cz/detail/?film=Reading-for-Adults-%e2%80%93-Czech-Radio-Vltava","Uherské Hradiště, Stan ČRo"
Četba s hvězdičkou – Český rozhlas Vltava,8/12/2020,22:00,8/12/2020,23:00,False,"60 min.
Předpremiéra nového pořadu Vltavy! Přijďte si poslechnout příběhy outsiderů, odpadlíků či vášnivých milenců. Čtení pro odvážné posluchače.
https://program.lfs.cz/detail/?film=Reading-for-Adults-%e2%80%93-Czech-Radio-Vltava","Uherské Hradiště, Stan ČRo"
